File Name: not saved
Channel 1: 'K25585', 36701 values, raw ADC, no filters.
Channel 2: 'W110 K27098 X axis', 36700 values, raw ADC, no filters.

-5	11
-15	12
-13	12
-23	12
-29	14
-5	12
-1	12
12	12
21	12
19	14
17	12
5	11
-3	12
-12	12
-18	12
-23	12
-20	12
-5	11
24	12
49	14
64	14
64	14
64	14
45	14
20	14
17	12
-9	16
-18	14
-24	14
-29	12
-21	11
-21	12
-16	11
-14	12
-14	14
-15	11
-19	14
-16	12
-11	12
-9	14
-12	11
-17	9
-9	11
-13	11
-15	11
8	12
3	14
9	12
12	12
10	11
9	12
-1	12
-2	12
-7	14
-3	14
-4	14
-2	12
-1	12
-2	11
-4	14
-4	14
-2	14
10	14
10	14
5	14
19	12
5	16
6	16
7	14
5	12
7	12
2	14
2	14
-2	12
-1	12
-3	12
-5	14
-11	14
-9	12
-8	14
-8	14
-12	14
-5	14
-8	14
-9	14
7	12
3	12
6	12
8	12
9	14
7	14
3	14
2	14
3	14
6	14
1	14
-2	14
-11	12
-17	12
-25	12
-31	14
-36	14
-24	14
-20	12
-19	12
12	14
17	14
31	16
42	16
46	16
42	16
31	16
14	14
-4	14
-7	14
-3	14
5	14
15	14
21	14
16	14
10	14
-3	14
3	10
-3	14
-12	14
5	12
0	14
-3	12
-1	14
-4	14
0	11
-5	12
-10	14
-16	14
-16	12
-21	14
-20	14
-15	14
-13	14
-12	14
-14	14
-17	14
-7	12
-7	11
-12	11
4	11
0	12
4	11
3	12
2	12
2	11
-1	12
5	14
7	11
8	11
7	11
6	11
-2	11
-1	11
-3	10
-5	11
-15	12
-7	14
-8	12
-13	14
5	14
-2	16
-1	14
-1	14
-5	14
-7	14
-10	11
-11	12
-16	11
-19	11
-22	12
-16	14
-2	12
24	14
49	14
66	12
67	14
72	12
56	11
29	11
21	12
-6	12
-22	11
-36	11
-30	12
-20	11
-18	11
-14	14
-14	14
-13	14
-15	14
-18	14
-21	16
-15	12
-13	10
-12	10
-14	11
-3	10
-2	11
-4	12
13	12
11	14
19	12
24	12
20	12
15	11
8	11
11	11
6	12
8	12
13	11
10	11
0	14
-5	14
-7	12
-15	12
-19	12
-10	14
