File Name: not saved
Channel 1: 'K25585', 11160 values, raw ADC, no filters.
Channel 2: 'W110 K27098 X axis', 11160 values, raw ADC, no filters.

-1	5
-7	4
-1	4
-6	4
-10	4
5	3
-2	4
1	4
2	1
0	1
2	2
0	2
3	2
0	2
0	3
-2	2
0	2
0	1
0	1
-1	1
-2	1
-5	1
2	1
2	1
-3	1
13	1
5	3
5	3
2	3
-1	3
0	4
-5	5
-1	5
-3	4
1	2
0	4
0	2
-1	0
0	3
-2	2
-3	3
-7	0
-1	2
-5	0
-13	0
2	2
-4	3
0	1
3	1
5	0
3	2
2	2
5	2
1	2
5	1
2	2
2	1
1	3
3	2
0	1
-1	3
-6	2
-2	2
-3	3
-8	3
7	0
1	3
-1	2
2	1
1	2
1	3
-2	3
3	1
2	1
0	1
-1	0
0	1
-3	2
-2	1
-2	2
-6	1
-8	1
-1	1
-4	1
-7	2
8	2
0	4
3	5
4	6
0	4
1	4
1	3
-1	3
-2	2
1	2
1	2
2	2
-3	2
-1	1
-4	1
-6	3
-10	2
-5	4
-3	3
-9	0
6	1
-1	3
0	3
1	1
1	2
4	1
-1	0
1	2
0	2
0	3
-2	3
0	4
2	3
2	3
3	2
0	3
-7	1
-2	1
-4	2
-9	2
6	2
-1	4
4	2
2	3
-1	4
0	3
-2	2
0	2
1	2
1	2
-1	1
0	1
-2	2
-3	2
-6	0
-3	2
-5	3
-1	4
-5	4
-9	4
6	5
-2	5
0	3
0	3
-1	3
3	3
3	3
5	3
1	3
4	2
0	3
0	4
-1	2
0	3
1	1
-1	1
-8	2
-5	2
-6	4
-11	4
5	4
-1	6
0	5
0	4
-2	3
0	4
1	4
6	4
6	4
10	4
8	4
8	4
4	4
3	3
2	1
-3	4
-8	4
-1	4
-6	4
-12	4
5	2
-1	5
2	5
2	2
0	1
1	3
-1	3
-1	4
-6	3
-4	2
0	4
0	3
-3	3
-1	1
0	3
-3	5
-8	5
0	6
-2	3
-6	3
9	4
1	4
3	3
3	3
0	4
1	3
0	2
1	3
-1	4
0	3
1	3
1	3
-1	3
2	3
1	3
-3	2
-7	3
0	1
-5	4
-11	3
6	3
0	4
1	4
3	6
0	4
1	4
0	5
1	5
-2	4
0	3
-4	1
-2	1
-3	2
-1	2
0	3
-3	2
-8	2
0	3
-2	3
-7	2
7	2
-1	4
2	3
2	3
0	3
1	3
0	4
2	4
1	3
0	3
0	4
0	4
-3	5
-1	7
0	6
0	3
-6	5
-1	2
-4	3
-8	2
10	3
4	3
2	3
4	4
0	4
