File Name: not saved
Channel 1: 'K25585', 18321 values, raw ADC, no filters.
Channel 2: 'W110 K27098 X axis', 18320 values, raw ADC, no filters.

-3	-3
-7	-3
-1	-3
-7	-3
-10	-5
7	-3
0	-1
0	-3
2	-3
0	-1
1	-1
-1	1
1	-1
-1	-1
-1	-1
0	-3
3	-3
0	-3
0	-3
1	-1
0	-3
-5	-1
-1	-1
-2	-1
-7	-3
7	-5
-1	-3
2	-3
2	-3
2	-3
3	-3
1	-5
4	-5
-1	-5
2	-3
1	-3
1	-1
1	-1
1	-1
4	-3
2	-1
-8	-3
-2	-3
-3	-1
-9	-3
8	-5
-1	-1
0	-3
0	-3
2	-3
0	-3
-3	-3
0	-3
-2	-3
-3	-3
-1	-3
1	-1
-1	-3
0	-3
0	-3
-1	-5
-6	-3
0	-3
-3	-1
-9	-1
5	1
-2	1
2	-1
0	-1
-1	1
2	-1
0	-1
3	-5
-2	-5
1	-3
-1	-3
1	-5
2	-3
0	-3
0	-1
-1	-3
-7	-3
-2	-3
-2	-1
-9	-3
7	-3
0	-3
0	-3
0	-3
-2	-3
2	-5
0	-3
2	-3
0	-3
2	-1
0	-1
1	-1
0	-1
0	-3
-1	-1
0	-3
-6	-3
-2	-3
-5	-3
-7	-3
7	-3
1	-3
2	-3
3	-5
1	-3
0	-3
0	-5
2	-3
2	-5
2	-5
-1	-3
3	-5
0	-5
0	-3
1	-3
-1	-3
-6	-3
0	-3
-4	-3
-8	-3
7	-1
0	-1
0	-3
0	-3
1	-3
4	-3
-1	-3
1	-3
-1	-3
0	-3
-4	-5
0	-3
-1	-3
0	-3
2	-3
-2	-5
-7	-3
-1	-3
-4	-3
-10	-3
8	-3
-1	-1
5	-3
2	-3
-2	-3
2	-3
-1	-3
2	-3
1	-1
2	-3
-1	-1
1	-3
-1	-5
2	-5
1	-5
-1	-3
-6	-3
0	-3
-2	-3
-9	-3
7	-3
1	-3
1	-3
2	-5
0	-3
4	-3
1	-5
1	-3
0	-3
0	-5
0	-5
2	-3
-1	-5
3	-3
3	-3
-1	-1
-5	-1
-1	-1
-5	-1
-10	1
8	-3
1	-3
2	-1
2	-3
0	-3
2	-3
-1	-5
0	-3
0	-3
3	-3
0	-3
0	-3
-2	-3
2	-3
0	-3
-1	-5
-6	-5
2	-5
-3	-7
-9	-3
8	-3
0	-1
0	-1
3	-1
1	-1
-1	-1
-2	-3
-1	-3
-2	-3
0	-3
-1	-3
0	-3
-1	-5
-1	-3
0	-5
-4	-3
-8	-3
-3	-3
-7	-3
-12	-3
7	-3
-1	-1
2	-3
1	-3
-1	-5
2	-5
